algoritmo;vertices;arestas;densidade;semente;repeticao;tempo_ms
Floyd-Warshall;60;1770;denso;47;4;29,398547
Floyd-Warshall;60;1770;denso;47;5;28,445847
Floyd-Warshall;60;1770;denso;47;6;27,926532
Floyd-Warshall;60;1770;denso;47;7;27,420185
Floyd-Warshall;60;1770;denso;47;8;27,122357
Floyd-Warshall;60;1770;denso;47;9;27,358464
Floyd-Warshall;60;1770;denso;47;10;28,162568
Floyd-Warshall;60;1770;denso;47;11;27,875077
Floyd-Warshall;60;1770;denso;47;12;28,724560
Floyd-Warshall;60;1770;denso;47;13;27,923749
Floyd-Warshall;60;1770;denso;47;14;27,709920
Floyd-Warshall;60;1770;denso;47;15;27,375678
Floyd-Warshall;60;1770;denso;47;16;29,267200
Floyd-Warshall;60;1770;denso;47;17;27,778982
Floyd-Warshall;60;1770;denso;47;18;28,522483
Floyd-Warshall;60;1770;denso;47;19;28,454890
Floyd-Warshall;60;1770;denso;47;20;27,757353
Floyd-Warshall;60;1770;denso;47;21;28,275958
Floyd-Warshall;60;1770;denso;47;22;27,808166
Floyd-Warshall;60;1770;denso;47;23;28,229327
Floyd-Warshall;60;1770;denso;47;24;27,627459
Floyd-Warshall;60;1770;denso;47;25;28,163038
Floyd-Warshall;60;1770;denso;47;26;27,271361
Floyd-Warshall;60;1770;denso;47;27;28,870511
Floyd-Warshall;60;1770;denso;47;28;29,685320
Floyd-Warshall;60;1770;denso;47;29;29,469057
Floyd-Warshall;60;1770;denso;47;30;27,694307
Floyd-Warshall;100;200;esparso;48;1;47,803802
Floyd-Warshall;100;200;esparso;48;2;48,280820
Floyd-Warshall;100;200;esparso;48;3;47,522759
Floyd-Warshall;100;200;esparso;48;4;46,881159
Floyd-Warshall;100;200;esparso;48;5;47,951193
Floyd-Warshall;100;200;esparso;48;6;50,157396
Floyd-Warshall;100;200;esparso;48;7;47,896223
Floyd-Warshall;100;200;esparso;48;8;48,178662
Floyd-Warshall;100;200;esparso;48;9;48,409240
