algoritmo;vertices;arestas;densidade;semente;repeticao;tempo_ms
Johnson;60;708;intermediario;46;23;11,726683
Johnson;60;708;intermediario;46;24;11,916039
Johnson;60;708;intermediario;46;25;11,545020
Johnson;60;708;intermediario;46;26;12,050961
Johnson;60;708;intermediario;46;27;11,366944
Johnson;60;708;intermediario;46;28;10,963899
Johnson;60;708;intermediario;46;29;11,650630
Johnson;60;708;intermediario;46;30;11,992291
Johnson;60;1770;denso;47;1;19,550893
Johnson;60;1770;denso;47;2;20,193582
Johnson;60;1770;denso;47;3;19,993449
Johnson;60;1770;denso;47;4;20,282028
Johnson;60;1770;denso;47;5;19,705978
Johnson;60;1770;denso;47;6;19,563599
Johnson;60;1770;denso;47;7;19,517516
Johnson;60;1770;denso;47;8;20,061469
Johnson;60;1770;denso;47;9;21,130795
Johnson;60;1770;denso;47;10;20,596522
Johnson;60;1770;denso;47;11;19,977164
Johnson;60;1770;denso;47;12;19,969926
Johnson;60;1770;denso;47;13;19,635719
Johnson;60;1770;denso;47;14;19,259604
Johnson;60;1770;denso;47;15;19,385648
Johnson;60;1770;denso;47;16;19,521273
Johnson;60;1770;denso;47;17;20,001845
Johnson;60;1770;denso;47;18;21,017021
Johnson;60;1770;denso;47;19;19,597782
Johnson;60;1770;denso;47;20;20,393355
Johnson;60;1770;denso;47;21;20,253956
Johnson;60;1770;denso;47;22;19,865238
Johnson;60;1770;denso;47;23;19,198283
Johnson;60;1770;denso;47;24;19,726510
Johnson;60;1770;denso;47;25;19,746812
Johnson;60;1770;denso;47;26;18,919355
Johnson;60;1770;denso;47;27;19,772363
Johnson;60;1770;denso;47;28;19,433213
Johnson;60;1770;denso;47;29;20,000522
Johnson;60;1770;denso;47;30;19,750623
Johnson;100;200;esparso;48;1;15,209368
Johnson;100;200;esparso;48;2;14,312155
Johnson;100;200;esparso;48;3;14,372032
Johnson;100;200;esparso;48;4;14,386726
Johnson;100;200;esparso;48;5;14,125931
Johnson;100;200;esparso;48;6;14,425915
Johnson;100;200;esparso;48;7;14,661664
